Year,Category,Nominee,Won?
1984,Best Performance by an Actress in a Motion Picture - Drama,"Bedelia, Bonnie in Heart Like a Wheel",no
1984,Best Performance by an Actress in a Motion Picture - Drama,"MacLaine, Shirley in Terms Of Endearment",no
1984,Best Performance by an Actress in a Motion Picture - Drama,"Streep, Meryl in Silkwood",no
1984,Best Performance by an Actress in a Motion Picture - Drama,"Winger, Debra in Terms Of Endearment",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Conti, Tom in Reuben, Reuben",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Courtenay, Tom in Dresser, The",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Duvall, Robert in Tender Mercies",yes
1984,Best Performance by an Actor in a Motion Picture - Drama,"Farnsworth, Richard in Grey Fox, The",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Finney, Albert in Dresser, The",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Pacino, Al in Scarface",no
1984,Best Performance by an Actor in a Motion Picture - Drama,"Roberts, Eric in Star 80",no
1984,Best Motion Picture - Comedy Or Musical,Flashdance,no
1984,Best Motion Picture - Comedy Or Musical,Zelig,no
1984,Best Motion Picture - Comedy Or Musical,Yentl,yes
1984,Best Motion Picture - Comedy Or Musical,Trading Places,no
1984,Best Motion Picture - Comedy Or Musical,"Big Chill, The",no
1984,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Bancroft, Anne in To Be Or Not To Be",no
1984,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Beals, Jennifer in Flashdance",no
1984,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Ronstadt, Linda in Pirates Of Penzance, The",no
1984,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Streisand, Barbra in Yentl",no
1984,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Walters, Julie in Educating Rita",yes
1984,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Allen, Woody in Zelig",no
1984,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Caine, Michael in Educating Rita",yes
1984,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Cruise, Tom in Risky Business",no
1984,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Murphy, Eddie in Trading Places",no
1984,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Patinkin, Mandy in Yentl",no
1984,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Carrera, Barbara in Never Say Never Again",no
1984,Best Performance by an Actress In A Supporting Role in a Motion Picture,Cher in Silkwood,yes
1984,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Harper, Tess in Tender Mercies",no
1984,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Hunt, Linda in Year Of Living Dangerously, The",no
1984,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Pacula, Joanna in Gorky Park",no
1984,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Bauer, Steven in Scarface",no
1984,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Durning, Charles in To Be Or Not To Be",no
1984,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Hackman, Gene in Under Fire",no
1984,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Nicholson, Jack in Terms Of Endearment",yes
1984,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Russell, Kurt in Silkwood",no
1984,Best Foreign Language Film,"Carmen from Spain, The Country of",no
1984,Best Foreign Language Film,"Dresser, The from United Kingdom, The",no
1984,Best Foreign Language Film,"Educating Rita from United Kingdom, The",no
1984,Best Foreign Language Film,"Fanny & Alexander from Sweden, The Country of",yes
1984,Best Foreign Language Film,"Grey Fox, The from Canada, The Country of",no
1984,Best Director - Motion Picture,"Beresford, Bruce for Tender Mercies",no
1984,Best Director - Motion Picture,"Bergman, Ingmar for Fanny & Alexander",no
1984,Best Director - Motion Picture,"Brooks, James L. for Terms Of Endearment",no
1984,Best Director - Motion Picture,"Nichols, Mike for Silkwood",no
1984,Best Director - Motion Picture,"Streisand, Barbra for Yentl",yes
1984,Best Director - Motion Picture,"Yates, Peter for Dresser, The",no
1984,Best Screenplay - Motion Picture,"Big Chill, The by Benedek, Barbara",no
1984,Best Screenplay - Motion Picture,"Terms Of Endearment by Brooks, James L.",yes
1984,Best Screenplay - Motion Picture,"Reuben, Reuben by Epstein, Julius J.",no
1984,Best Screenplay - Motion Picture,"Dresser, The by Harwood, Ronald",no
1984,Best Screenplay - Motion Picture,"Educating Rita by Russell, Willy",no
1984,Best Original Score - Motion Picture,"YentlComposed by Bergman, Alan",no
1984,Best Original Score - Motion Picture,"Rumble FishComposed by Copeland, Stewart",no
1984,Best Original Score - Motion Picture,"Under FireComposed by Goldsmith, Jerry",no
1984,Best Original Score - Motion Picture,"FlashdanceComposed by Moroder, Giorgio",yes
1984,Best Original Score - Motion Picture,"ScarfaceComposed by Moroder, Giorgio",no
1984,Best Original Song - Motion Picture,"'Far From Over' Staying Alive    Music & Lyrics by DiCola, Vince, Stallone, Frank",no
1984,Best Original Song - Motion Picture,"'Flashdance… What a Feeling' Flashdance    Lyrics by Cara, Irene, Forsey, Keith Music by Moroder, Giorgio",yes
1984,Best Original Song - Motion Picture,"'Maniac' Flashdance    Music & Lyrics by Matkosky, Dennis, Sembello, Michael",no
1984,Best Original Song - Motion Picture,"'Over You' Tender Mercies    Music & Lyrics by Hart, Bobby, Roberts, Austin",no
1984,Best Original Song - Motion Picture,"'The Way He Makes Me Feel' Yentl    Lyrics by Bergman, Alan, Bergman, Marilyn Music by Legrand, Michel",no
1984,Best Television Series - Drama,Cagney and Lacey,no
1984,Best Television Series - Drama,Dallas,no
1984,Best Television Series - Drama,Dynasty,yes
1984,Best Television Series - Drama,Hart To Hart,no
1984,Best Television Series - Drama,Hill Street Blues,no
1984,Best Performance by an Actress In A Television Series - Drama,"Collins, Joan in Dynasty",no
1984,Best Performance by an Actress In A Television Series - Drama,"Daly, Tyne in Cagney and Lacey",no
1984,Best Performance by an Actress In A Television Series - Drama,"Evans, Linda in Dynasty",no
1984,Best Performance by an Actress In A Television Series - Drama,"Powers, Stephanie in Hart To Hart",no
1984,Best Performance by an Actress In A Television Series - Drama,"Wyman, Jane in Falcon Crest",yes
1984,Best Performance by an Actor In A Television Series - Drama,"Brolin, James in Hotel",no
1984,Best Performance by an Actor In A Television Series - Drama,"Forsythe, John in Dynasty",yes
1984,Best Performance by an Actor In A Television Series - Drama,"Selleck, Tom in Magnum, P. I.",no
1984,Best Performance by an Actor In A Television Series - Drama,"Travanti, Daniel J. in Hill Street Blues",no
1984,Best Performance by an Actor In A Television Series - Drama,"Wagner, Robert in Hart To Hart",no
1984,Best Television Series - Comedy Or Musical,Buffalo Bill,no
1984,Best Television Series - Comedy Or Musical,Cheers,no
1984,Best Television Series - Comedy Or Musical,Fame,yes
1984,Best Television Series - Comedy Or Musical,Newhart,no
1984,Best Television Series - Comedy Or Musical,Taxi,no
1984,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Allen, Debbie in Fame",no
1984,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Cassidy, Joanna in Buffalo Bill",yes
1984,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Kahn, Madeline in Oh, Madeline",no
1984,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Long, Shelley in Cheers",no
1984,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Sanford, Isabel in Jeffersons, The",no
1984,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Coleman, Dabney in Buffalo Bill",no
1984,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Danson, Ted in Cheers",no
1984,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Guillaume, Robert in Benson",no
1984,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Newhart, Bob in Newhart",no
1984,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Ritter, John in Three's Company",yes
1984,Best Mini-Series Or Motion Picture Made for Television,Heart Of Steel,no
1984,Best Mini-Series Or Motion Picture Made for Television,Kennedy,no
1984,Best Mini-Series Or Motion Picture Made for Television,"Thorn Birds, The",yes
1984,Best Mini-Series Or Motion Picture Made for Television,Who Will Love My Children ,no
1984,Best Mini-Series Or Motion Picture Made for Television,"Winds Of War, The",no
1984,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,Ann-Margret in Who Will Love My Children ,yes
1984,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Blakely, Susan in Will There Really Be a Morning ",no
1984,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Brown, Blair in Kennedy",no
1984,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Rowlands, Gena in Thursday's Child",no
1984,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Ward, Rachel in Thorn Birds, The",no
1984,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Blake, Robert in Blood Feud",no
1984,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Chamberlain, Richard in Thorn Birds, The",yes
1984,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Gossett Jr., Louis in Sadat",no
1984,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Sheen, Martin in Kennedy",no
1984,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Strauss, Peter in Heart Of Steel",no
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Holliday, Polly in Gift Of Love: a Christmas Story, The",no
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Lansbury, Angela in Gift Of Love: a Christmas Story, The",no
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Laurie, Piper in Thorn Birds, The",no
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Simmons, Jean in Thorn Birds, The",no
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Stanwyck, Barbara in Thorn Birds, The",yes
1984,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Tennant, Victoria in Winds Of War, The",no
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Brown, Bryan in Thorn Birds, The",no
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Houseman, John in Winds Of War, The",no
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Kiley, Richard in Thorn Birds, The",yes
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","King, Perry in Hasty Heart, The",no
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Lowe, Rob in Thursday's Child",no
1984,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Vincent, Jan-Michael in Winds Of War, The",no
1983,Cecil B. DeMille Award,"Olivier, Laurence",yes
1983,Best Motion Picture - Drama,E. T.: The Extra-Terrestrial,yes
1983,Best Motion Picture - Drama,Missing,no
1983,Best Motion Picture - Drama,"Officer and a Gentleman, An",no
1983,Best Motion Picture - Drama,Sophie's Choice,no
1983,Best Motion Picture - Drama,"Verdict, The",no
1983,Best Performance by an Actress in a Motion Picture - Drama,"Keaton, Diane in Shoot The Moon",no
1983,Best Performance by an Actress in a Motion Picture - Drama,"Lange, Jessica in Frances",no
1983,Best Performance by an Actress in a Motion Picture - Drama,"Spacek, Sissy in Missing",no
1983,Best Performance by an Actress in a Motion Picture - Drama,"Streep, Meryl in Sophie's Choice",yes
1983,Best Performance by an Actress in a Motion Picture - Drama,"Winger, Debra in Officer and a Gentleman, An",no
1983,Best Performance by an Actor in a Motion Picture - Drama,"Finney, Albert in Shoot The Moon",no
1983,Best Performance by an Actor in a Motion Picture - Drama,"Gere, Richard in Officer and a Gentleman, An",no
1983,Best Performance by an Actor in a Motion Picture - Drama,"Kingsley, Ben in Gandhi",yes
1983,Best Performance by an Actor in a Motion Picture - Drama,"Lemmon, Jack in Missing",no
1983,Best Performance by an Actor in a Motion Picture - Drama,"Newman, Paul in Verdict, The",no
